"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase an item on BangGood app","Searching and purchasing an item on BangGood app","SUCCESS","2022-07-04T12:32:58.212-05:00[America/Bogota]","0.0","51.37"
"Purchase an item on BangGood app","Recommend and purchasing an item on BangGood app","SUCCESS","2022-07-04T14:26:59.493-05:00[America/Bogota]","0.0","56.72"
