"Story","Title","Result","Date","Stability","Duration (s)"
"Research on the Internet Fiber and TvApps","Brandon opens the website and reviews the fiber and tv apps","ERROR","2022-06-07T12:12:15.326-05:00[America/Bogota]","0.0","204.98"
