"Story","Title","Result","Date","Stability","Duration (s)"
"Review on the Iphone module","Brandon opens the website and reviews the iphone lists on the equipos tab","FAILURE","2022-05-16T11:07:30.921-05:00[America/Bogota]","0.0","95.69"
