"Story","Title","Result","Date","Stability","Duration (s)"
"Research on the Equipos page","Brandon opens the website and reviews the phone lists on the equipos tab","PENDING","2022-05-16T11:07:04.647-05:00[America/Bogota]","0.0","21.81"
